product_id,srp,promo_price,currency,promo_start_at,promo_end_at,is_current,updated_at
10279,4410,3310,PHP,,,true,2026-07-14T06:10:45
10281,4925,3695,PHP,,,true,2026-07-14T06:10:45
10285,4985,3740,PHP,,,true,2026-07-14T06:10:45
10290,3410,2560,PHP,,,true,2026-07-14T06:10:45
10291,5200,3900,PHP,,,true,2026-07-14T06:10:45
10293,5305,3980,PHP,,,true,2026-07-14T06:10:45
10301,6685,5015,PHP,,,true,2026-07-14T06:10:45
10302,8200,6150,PHP,,,true,2026-07-14T06:10:45
10304,8105,6080,PHP,,,true,2026-07-14T06:10:45
10305,9185,6890,PHP,,,true,2026-07-14T06:10:45
10318,10985,8240,PHP,,,true,2026-07-14T06:10:45
10340,10490,7870,PHP,,,true,2026-07-14T06:10:45
10347,13330,10000,PHP,,,true,2026-07-14T06:10:45
10349,8900,6675,PHP,,,true,2026-07-14T06:10:45
10351,4350,3265,PHP,,,true,2026-07-14T06:10:45
10361,9405,7055,PHP,,,true,2026-07-14T06:10:45
10363,6660,4995,PHP,,,true,2026-07-14T06:10:45
10364,7065,5300,PHP,,,true,2026-07-14T06:10:45
10365,7805,5855,PHP,,,true,2026-07-14T06:10:45
10366,3945,2960,PHP,,,true,2026-07-14T06:10:45
10367,4650,3490,PHP,,,true,2026-07-14T06:10:45
10368,4600,3450,PHP,,,true,2026-07-14T06:10:45
1038,15950,14950,PHP,,,true,2026-07-14T06:10:45
10382,3330,2500,PHP,,,true,2026-07-14T06:10:45
10383,3190,2395,PHP,,,true,2026-07-14T06:10:45
10384,3680,2760,PHP,,,true,2026-07-14T06:10:45
10385,3680,2760,PHP,,,true,2026-07-14T06:10:45
10386,4090,3070,PHP,,,true,2026-07-14T06:10:45
10387,3810,2860,PHP,,,true,2026-07-14T06:10:45
10388,3810,2860,PHP,,,true,2026-07-14T06:10:45
10389,3680,2760,PHP,,,true,2026-07-14T06:10:45
10390,4090,3070,PHP,,,true,2026-07-14T06:10:45
10392,3885,2915,PHP,,,true,2026-07-14T06:10:45
10393,4300,3225,PHP,,,true,2026-07-14T06:10:45
10394,4785,3590,PHP,,,true,2026-07-14T06:10:45
10395,4440,3330,PHP,,,true,2026-07-14T06:10:45
10396,4580,3435,PHP,,,true,2026-07-14T06:10:45
10397,4370,3280,PHP,,,true,2026-07-14T06:10:45
10398,4580,3435,PHP,,,true,2026-07-14T06:10:45
10399,4440,3330,PHP,,,true,2026-07-14T06:10:45
10400,4580,3435,PHP,,,true,2026-07-14T06:10:45
10401,4785,3590,PHP,,,true,2026-07-14T06:10:45
10402,5000,3750,PHP,,,true,2026-07-14T06:10:45
10403,5000,3750,PHP,,,true,2026-07-14T06:10:45
10404,5270,3955,PHP,,,true,2026-07-14T06:10:45
10405,4720,3540,PHP,,,true,2026-07-14T06:10:45
10406,5000,3750,PHP,,,true,2026-07-14T06:10:45
10407,5205,3905,PHP,,,true,2026-07-14T06:10:45
10408,5205,3905,PHP,,,true,2026-07-14T06:10:45
10409,5550,4165,PHP,,,true,2026-07-14T06:10:45
10410,5480,4110,PHP,,,true,2026-07-14T06:10:45
10411,5760,4320,PHP,,,true,2026-07-14T06:10:45
10412,6040,4530,PHP,,,true,2026-07-14T06:10:45
10413,6665,5000,PHP,,,true,2026-07-14T06:10:45
10414,6105,4580,PHP,,,true,2026-07-14T06:10:45
10415,6665,5000,PHP,,,true,2026-07-14T06:10:45
10416,7770,5830,PHP,,,true,2026-07-14T06:10:45
10417,7920,5940,PHP,,,true,2026-07-14T06:10:45
10418,7080,5310,PHP,,,true,2026-07-14T06:10:45
10419,5410,4060,PHP,,,true,2026-07-14T06:10:45
10420,5965,4475,PHP,,,true,2026-07-14T06:10:45
10421,6940,5205,PHP,,,true,2026-07-14T06:10:45
10422,7220,5415,PHP,,,true,2026-07-14T06:10:45
10423,7145,5360,PHP,,,true,2026-07-14T06:10:45
10424,8665,6500,PHP,,,true,2026-07-14T06:10:45
10425,8810,6610,PHP,,,true,2026-07-14T06:10:45
10427,9470,7105,PHP,,,true,2026-07-14T06:10:45
10428,6800,5100,PHP,,,true,2026-07-14T06:10:45
10429,7360,5520,PHP,,,true,2026-07-14T06:10:45
10430,7565,5675,PHP,,,true,2026-07-14T06:10:45
10431,7705,5780,PHP,,,true,2026-07-14T06:10:45
10432,7910,5935,PHP,,,true,2026-07-14T06:10:45
10433,11225,8420,PHP,,,true,2026-07-14T06:10:45
10434,9470,7105,PHP,,,true,2026-07-14T06:10:45
10435,11310,8485,PHP,,,true,2026-07-14T06:10:45
10436,13470,10105,PHP,,,true,2026-07-14T06:10:45
10437,8840,6630,PHP,,,true,2026-07-14T06:10:45
10438,8330,6250,PHP,,,true,2026-07-14T06:10:45
10439,8605,6455,PHP,,,true,2026-07-14T06:10:45
10441,9540,7155,PHP,,,true,2026-07-14T06:10:45
10442,9665,7250,PHP,,,true,2026-07-14T06:10:45
10443,11785,8840,PHP,,,true,2026-07-14T06:10:45
10444,10260,7695,PHP,,,true,2026-07-14T06:10:45
10445,11645,8735,PHP,,,true,2026-07-14T06:10:45
10446,12205,9155,PHP,,,true,2026-07-14T06:10:45
10447,12765,9575,PHP,,,true,2026-07-14T06:10:45
10448,12765,9575,PHP,,,true,2026-07-14T06:10:45
10449,13540,10155,PHP,,,true,2026-07-14T06:10:45
1045,25640,24640,PHP,,,true,2026-07-14T06:10:45
10450,14170,10630,PHP,,,true,2026-07-14T06:10:45
10452,14310,10735,PHP,,,true,2026-07-14T06:10:45
10453,14310,10735,PHP,,,true,2026-07-14T06:10:45
10454,12625,9470,PHP,,,true,2026-07-14T06:10:45
10455,12625,9470,PHP,,,true,2026-07-14T06:10:45
10456,13185,9890,PHP,,,true,2026-07-14T06:10:45
10457,9405,7055,PHP,,,true,2026-07-14T06:10:45
10458,13750,10315,PHP,,,true,2026-07-14T06:10:45
10459,14170,10630,PHP,,,true,2026-07-14T06:10:45
10460,15430,11575,PHP,,,true,2026-07-14T06:10:45
10461,14730,11050,PHP,,,true,2026-07-14T06:10:45
10462,9090,6820,PHP,,,true,2026-07-14T06:10:45
10465,8880,6660,PHP,,,true,2026-07-14T06:10:45
10467,9930,7450,PHP,,,true,2026-07-14T06:10:45
10468,11365,8525,PHP,,,true,2026-07-14T06:10:45
10469,10000,7500,PHP,,,true,2026-07-14T06:10:45
10470,10785,8090,PHP,,,true,2026-07-14T06:10:45
10471,12500,9375,PHP,,,true,2026-07-14T06:10:45
10472,10260,7695,PHP,,,true,2026-07-14T06:10:45
10473,11045,8285,PHP,,,true,2026-07-14T06:10:45
10474,11445,8585,PHP,,,true,2026-07-14T06:10:45
10475,5130,3850,PHP,,,true,2026-07-14T06:10:45
10476,5760,4320,PHP,,,true,2026-07-14T06:10:45
10477,6310,4735,PHP,,,true,2026-07-14T06:10:45
10478,6525,4895,PHP,,,true,2026-07-14T06:10:45
10479,6525,4895,PHP,,,true,2026-07-14T06:10:45
10480,6940,5205,PHP,,,true,2026-07-14T06:10:45
10481,7770,5830,PHP,,,true,2026-07-14T06:10:45
10482,7080,5310,PHP,,,true,2026-07-14T06:10:45
10484,7425,5570,PHP,,,true,2026-07-14T06:10:45
10485,10390,7795,PHP,,,true,2026-07-14T06:10:45
10486,9025,6770,PHP,,,true,2026-07-14T06:10:45
1049,20545,19545,PHP,,,true,2026-07-14T06:10:45
1054,22970,21970,PHP,,,true,2026-07-14T06:10:45
10571,23100,17325,PHP,,,true,2026-07-14T06:10:45
10572,23810,17860,PHP,,,true,2026-07-14T06:10:45
10574,21990,16495,PHP,,,true,2026-07-14T06:10:45
10577,22750,17065,PHP,,,true,2026-07-14T06:10:45
10578,23560,17670,PHP,,,true,2026-07-14T06:10:45
10582,27805,20855,PHP,,,true,2026-07-14T06:10:45
10583,21105,15830,PHP,,,true,2026-07-14T06:10:45
10585,22120,16590,PHP,,,true,2026-07-14T06:10:45
10586,29540,22155,PHP,,,true,2026-07-14T06:10:45
10588,27470,20605,PHP,,,true,2026-07-14T06:10:45
10590,27100,20325,PHP,,,true,2026-07-14T06:10:45
10592,23020,17265,PHP,,,true,2026-07-14T06:10:45
10593,25485,19115,PHP,,,true,2026-07-14T06:10:45
10597,27880,20910,PHP,,,true,2026-07-14T06:10:45
10598,28190,21145,PHP,,,true,2026-07-14T06:10:45
10600,31265,23450,PHP,,,true,2026-07-14T06:10:45
10601,33360,25020,PHP,,,true,2026-07-14T06:10:45
10602,35120,26340,PHP,,,true,2026-07-14T06:10:45
10603,10315,9315,PHP,,,true,2026-07-14T06:10:45
10605,19595,18595,PHP,,,true,2026-07-14T06:10:45
10606,8525,7525,PHP,,,true,2026-07-14T06:10:45
10607,13860,12860,PHP,,,true,2026-07-14T06:10:45
10608,11450,10450,PHP,,,true,2026-07-14T06:10:45
10610,10225,9225,PHP,,,true,2026-07-14T06:10:45
10613,18790,17790,PHP,,,true,2026-07-14T06:10:45
10614,6470,5470,PHP,,,true,2026-07-14T06:10:45
10618,36565,35565,PHP,,,true,2026-07-14T06:10:45
10628,3205,2405,PHP,,,true,2026-07-14T06:10:45
10629,4740,3555,PHP,,,true,2026-07-14T06:10:45
1063,15960,11970,PHP,,,true,2026-07-14T06:10:45
10632,21450,20450,PHP,,,true,2026-07-14T06:10:45
10634,45540,44540,PHP,,,true,2026-07-14T06:10:45
10635,36565,35565,PHP,,,true,2026-07-14T06:10:45
10636,42660,41660,PHP,,,true,2026-07-14T06:10:45
10660,12705,11705,PHP,,,true,2026-07-14T06:10:45
10661,14140,13140,PHP,,,true,2026-07-14T06:10:45
10671,21000,20000,PHP,,,true,2026-07-14T06:10:45
1068,19595,18595,PHP,,,true,2026-07-14T06:10:45
10687,44210,43210,PHP,,,true,2026-07-14T06:10:45
10688,30680,29680,PHP,,,true,2026-07-14T06:10:45
10690,24130,23130,PHP,,,true,2026-07-14T06:10:45
10709,15430,11575,PHP,,,true,2026-07-14T06:10:45
10710,15900,11925,PHP,,,true,2026-07-14T06:10:45
10712,17465,13100,PHP,,,true,2026-07-14T06:10:45
10714,20520,15390,PHP,,,true,2026-07-14T06:10:45
10723,25270,18955,PHP,,,true,2026-07-14T06:10:45
10724,4280,3210,PHP,,,true,2026-07-14T06:10:45
10728,8410,6310,PHP,,,true,2026-07-14T06:10:45
10729,8880,6660,PHP,,,true,2026-07-14T06:10:45
10734,7350,5515,PHP,,,true,2026-07-14T06:10:45
10735,7565,5675,PHP,,,true,2026-07-14T06:10:45
10737,7950,5965,PHP,,,true,2026-07-14T06:10:45
10738,8525,6395,PHP,,,true,2026-07-14T06:10:45
10741,9020,6765,PHP,,,true,2026-07-14T06:10:45
10743,8640,6480,PHP,,,true,2026-07-14T06:10:45
10754,9345,7010,PHP,,,true,2026-07-14T06:10:45
10756,23160,17370,PHP,,,true,2026-07-14T06:10:45
10759,26405,19805,PHP,,,true,2026-07-14T06:10:45
10760,31045,23285,PHP,,,true,2026-07-14T06:10:45
10763,26360,19770,PHP,,,true,2026-07-14T06:10:45
10767,25000,18750,PHP,,,true,2026-07-14T06:10:45
10768,13780,12780,PHP,,,true,2026-07-14T06:10:45
10771,9170,6880,PHP,,,true,2026-07-14T06:10:45
10772,11225,8420,PHP,,,true,2026-07-14T06:10:45
10773,9420,7065,PHP,,,true,2026-07-14T06:10:45
10774,9300,6975,PHP,,,true,2026-07-14T06:10:45
10775,8110,,PHP,,,true,2026-07-14T06:10:45
10794,10405,7805,PHP,,,true,2026-07-14T06:10:45
10795,13610,10210,PHP,,,true,2026-07-14T06:10:45
10796,15840,11880,PHP,,,true,2026-07-14T06:10:45
10797,15970,11980,PHP,,,true,2026-07-14T06:10:45
10799,20325,15245,PHP,,,true,2026-07-14T06:10:45
10800,19725,14795,PHP,,,true,2026-07-14T06:10:45
10801,16845,12635,PHP,,,true,2026-07-14T06:10:45
10802,21850,16390,PHP,,,true,2026-07-14T06:10:45
10803,18050,13540,PHP,,,true,2026-07-14T06:10:45
10804,25245,18935,PHP,,,true,2026-07-14T06:10:45
10805,14090,10570,PHP,,,true,2026-07-14T06:10:45
10806,18420,13815,PHP,,,true,2026-07-14T06:10:45
10807,11940,8955,PHP,,,true,2026-07-14T06:10:45
10808,11205,8405,PHP,,,true,2026-07-14T06:10:45
10809,9065,6800,PHP,,,true,2026-07-14T06:10:45
10810,17705,13280,PHP,,,true,2026-07-14T06:10:45
10811,19550,14665,PHP,,,true,2026-07-14T06:10:45
10812,13610,10210,PHP,,,true,2026-07-14T06:10:45
10814,16785,12590,PHP,,,true,2026-07-14T06:10:45
10815,22580,16935,PHP,,,true,2026-07-14T06:10:45
10816,18630,13975,PHP,,,true,2026-07-14T06:10:45
10817,25100,18825,PHP,,,true,2026-07-14T06:10:45
10818,32030,24025,PHP,,,true,2026-07-14T06:10:45
10819,33140,24855,PHP,,,true,2026-07-14T06:10:45
10820,29060,21795,PHP,,,true,2026-07-14T06:10:45
10821,27805,20855,PHP,,,true,2026-07-14T06:10:45
10822,32030,24025,PHP,,,true,2026-07-14T06:10:45
10824,36005,27005,PHP,,,true,2026-07-14T06:10:45
10825,38440,28830,PHP,,,true,2026-07-14T06:10:45
10826,30985,23240,PHP,,,true,2026-07-14T06:10:45
10827,38440,28830,PHP,,,true,2026-07-14T06:10:45
10828,9900,7425,PHP,,,true,2026-07-14T06:10:45
10829,7680,5760,PHP,,,true,2026-07-14T06:10:45
1083,23695,22695,PHP,,,true,2026-07-14T06:10:45
10830,11645,8735,PHP,,,true,2026-07-14T06:10:45
10831,4225,3170,PHP,,,true,2026-07-14T06:10:45
10834,16010,12010,PHP,,,true,2026-07-14T06:10:45
10836,15650,11740,PHP,,,true,2026-07-14T06:10:45
10838,5820,4365,PHP,,,true,2026-07-14T06:10:45
10839,6850,5140,PHP,,,true,2026-07-14T06:10:45
10840,7910,5935,PHP,,,true,2026-07-14T06:10:45
10841,8280,6210,PHP,,,true,2026-07-14T06:10:45
10843,7480,5610,PHP,,,true,2026-07-14T06:10:45
10844,8030,6025,PHP,,,true,2026-07-14T06:10:45
10845,8830,6625,PHP,,,true,2026-07-14T06:10:45
10846,13830,10375,PHP,,,true,2026-07-14T06:10:45
10847,13100,9825,PHP,,,true,2026-07-14T06:10:45
10848,16740,12555,PHP,,,true,2026-07-14T06:10:45
10849,5190,3895,PHP,,,true,2026-07-14T06:10:45
10851,11205,8405,PHP,,,true,2026-07-14T06:10:45
10852,9900,7425,PHP,,,true,2026-07-14T06:10:45
10853,12005,9005,PHP,,,true,2026-07-14T06:10:45
10854,13100,9825,PHP,,,true,2026-07-14T06:10:45
10855,12370,9280,PHP,,,true,2026-07-14T06:10:45
10856,21140,15855,PHP,,,true,2026-07-14T06:10:45
10860,14730,11050,PHP,,,true,2026-07-14T06:10:45
10861,12005,9005,PHP,,,true,2026-07-14T06:10:45
10862,15940,11955,PHP,,,true,2026-07-14T06:10:45
10865,26740,20055,PHP,,,true,2026-07-14T06:10:45
10867,11040,8280,PHP,,,true,2026-07-14T06:10:45
10868,9190,6895,PHP,,,true,2026-07-14T06:10:45
10869,15845,11885,PHP,,,true,2026-07-14T06:10:45
1087,16490,15490,PHP,,,true,2026-07-14T06:10:45
10872,18240,13680,PHP,,,true,2026-07-14T06:10:45
10888,14290,10720,PHP,,,true,2026-07-14T06:10:45
1089,22970,21970,PHP,,,true,2026-07-14T06:10:45
10897,27425,20570,PHP,,,true,2026-07-14T06:10:45
10903,11380,8535,PHP,,,true,2026-07-14T06:10:45
10937,39690,29770,PHP,,,true,2026-07-14T06:10:45
10943,61800,46350,PHP,,,true,2026-07-14T06:10:45
10944,4485,3365,PHP,,,true,2026-07-14T06:10:45
10948,13720,12720,PHP,,,true,2026-07-14T06:10:45
1095,23175,22175,PHP,,,true,2026-07-14T06:10:45
10951,4640,3480,PHP,,,true,2026-07-14T06:10:45
10952,4510,3385,PHP,,,true,2026-07-14T06:10:45
10953,4710,3535,PHP,,,true,2026-07-14T06:10:45
10955,5780,4335,PHP,,,true,2026-07-14T06:10:45
10956,4810,3610,PHP,,,true,2026-07-14T06:10:45
10957,4710,3535,PHP,,,true,2026-07-14T06:10:45
10960,7080,5310,PHP,,,true,2026-07-14T06:10:45
10966,5045,3785,PHP,,,true,2026-07-14T06:10:45
10968,9745,7310,PHP,,,true,2026-07-14T06:10:45
10969,12280,9210,PHP,,,true,2026-07-14T06:10:45
10970,5500,4125,PHP,,,true,2026-07-14T06:10:45
10971,7805,5855,PHP,,,true,2026-07-14T06:10:45
11017,10185,7640,PHP,,,true,2026-07-14T06:10:45
11026,7190,5395,PHP,,,true,2026-07-14T06:10:45
11039,22940,17205,PHP,,,true,2026-07-14T06:10:45
11047,37520,28140,PHP,,,true,2026-07-14T06:10:45
11052,2510,1885,PHP,,,true,2026-07-14T06:10:45
11054,2825,2120,PHP,,,true,2026-07-14T06:10:45
11057,3090,2320,PHP,,,true,2026-07-14T06:10:45
11059,4550,3415,PHP,,,true,2026-07-14T06:10:45
11060,3060,2295,PHP,,,true,2026-07-14T06:10:45
11062,3705,2780,PHP,,,true,2026-07-14T06:10:45
11064,4725,3545,PHP,,,true,2026-07-14T06:10:45
11066,3530,2650,PHP,,,true,2026-07-14T06:10:45
11067,7505,5630,PHP,,,true,2026-07-14T06:10:45
11070,4390,3295,PHP,,,true,2026-07-14T06:10:45
11071,7825,5870,PHP,,,true,2026-07-14T06:10:45
11072,4970,3730,PHP,,,true,2026-07-14T06:10:45
11073,4970,3730,PHP,,,true,2026-07-14T06:10:45
11074,5045,3785,PHP,,,true,2026-07-14T06:10:45
11075,5045,3785,PHP,,,true,2026-07-14T06:10:45
11076,5360,4020,PHP,,,true,2026-07-14T06:10:45
11080,10240,7680,PHP,,,true,2026-07-14T06:10:45
11081,9665,7250,PHP,,,true,2026-07-14T06:10:45
11082,11365,8525,PHP,,,true,2026-07-14T06:10:45
11083,9610,7210,PHP,,,true,2026-07-14T06:10:45
11084,10240,7680,PHP,,,true,2026-07-14T06:10:45
11085,10310,7735,PHP,,,true,2026-07-14T06:10:45
11086,10805,8105,PHP,,,true,2026-07-14T06:10:45
11087,11365,8525,PHP,,,true,2026-07-14T06:10:45
11088,11785,8840,PHP,,,true,2026-07-14T06:10:45
11089,11785,8840,PHP,,,true,2026-07-14T06:10:45
11090,12065,9050,PHP,,,true,2026-07-14T06:10:45
11091,12420,9315,PHP,,,true,2026-07-14T06:10:45
11092,12905,9680,PHP,,,true,2026-07-14T06:10:45
11093,13120,9840,PHP,,,true,2026-07-14T06:10:45
11094,13260,9945,PHP,,,true,2026-07-14T06:10:45
11095,13540,10155,PHP,,,true,2026-07-14T06:10:45
11096,13680,10260,PHP,,,true,2026-07-14T06:10:45
11097,13960,10470,PHP,,,true,2026-07-14T06:10:45
11098,15570,11680,PHP,,,true,2026-07-14T06:10:45
11099,16420,12315,PHP,,,true,2026-07-14T06:10:45
11100,10945,8210,PHP,,,true,2026-07-14T06:10:45
11101,11505,8630,PHP,,,true,2026-07-14T06:10:45
11102,13680,10260,PHP,,,true,2026-07-14T06:10:45
11103,3810,2860,PHP,,,true,2026-07-14T06:10:45
11104,4025,3020,PHP,,,true,2026-07-14T06:10:45
11105,4145,3110,PHP,,,true,2026-07-14T06:10:45
11106,4345,3260,PHP,,,true,2026-07-14T06:10:45
11107,4500,3375,PHP,,,true,2026-07-14T06:10:45
11108,4590,3445,PHP,,,true,2026-07-14T06:10:45
11109,4890,3670,PHP,,,true,2026-07-14T06:10:45
11110,4980,3735,PHP,,,true,2026-07-14T06:10:45
11111,5070,3805,PHP,,,true,2026-07-14T06:10:45
11112,5240,3930,PHP,,,true,2026-07-14T06:10:45
11113,6590,4945,PHP,,,true,2026-07-14T06:10:45
11114,6750,5065,PHP,,,true,2026-07-14T06:10:45
11115,6585,4940,PHP,,,true,2026-07-14T06:10:45
11116,6310,4735,PHP,,,true,2026-07-14T06:10:45
11117,6150,4615,PHP,,,true,2026-07-14T06:10:45
11118,6885,5165,PHP,,,true,2026-07-14T06:10:45
11119,5265,3950,PHP,,,true,2026-07-14T06:10:45
1112,18925,17925,PHP,,,true,2026-07-14T06:10:45
11120,6320,4740,PHP,,,true,2026-07-14T06:10:45
11123,6790,5095,PHP,,,true,2026-07-14T06:10:45
11124,6765,5075,PHP,,,true,2026-07-14T06:10:45
11125,6585,4940,PHP,,,true,2026-07-14T06:10:45
11126,8480,6360,PHP,,,true,2026-07-14T06:10:45
11127,8480,6360,PHP,,,true,2026-07-14T06:10:45
11128,5725,4295,PHP,,,true,2026-07-14T06:10:45
11129,8310,6235,PHP,,,true,2026-07-14T06:10:45
11130,13945,10460,PHP,,,true,2026-07-14T06:10:45
11131,8910,6685,PHP,,,true,2026-07-14T06:10:45
11132,8305,6230,PHP,,,true,2026-07-14T06:10:45
11133,9085,6815,PHP,,,true,2026-07-14T06:10:45
11134,8230,6175,PHP,,,true,2026-07-14T06:10:45
11135,9705,7280,PHP,,,true,2026-07-14T06:10:45
11136,10400,7800,PHP,,,true,2026-07-14T06:10:45
11137,9205,6905,PHP,,,true,2026-07-14T06:10:45
11138,8885,6665,PHP,,,true,2026-07-14T06:10:45
11139,15260,11445,PHP,,,true,2026-07-14T06:10:45
11140,18530,13900,PHP,,,true,2026-07-14T06:10:45
11141,16665,12500,PHP,,,true,2026-07-14T06:10:45
11142,17540,13155,PHP,,,true,2026-07-14T06:10:45
11143,15890,11920,PHP,,,true,2026-07-14T06:10:45
11144,23680,17760,PHP,,,true,2026-07-14T06:10:45
11145,25645,19235,PHP,,,true,2026-07-14T06:10:45
11146,22200,16650,PHP,,,true,2026-07-14T06:10:45
11147,23480,18680,PHP,,,true,2026-07-14T06:10:45
11151,15365,14365,PHP,,,true,2026-07-14T06:10:45
11152,40350,30265,PHP,,,true,2026-07-14T06:10:45
11153,62765,47075,PHP,,,true,2026-07-14T06:10:45
11154,31810,23860,PHP,,,true,2026-07-14T06:10:45
11155,45665,34250,PHP,,,true,2026-07-14T06:10:45
11156,39445,29585,PHP,,,true,2026-07-14T06:10:45
11157,28690,21520,PHP,,,true,2026-07-14T06:10:45
11158,32225,24170,PHP,,,true,2026-07-14T06:10:45
11160,31985,23990,PHP,,,true,2026-07-14T06:10:45
11161,30260,22695,PHP,,,true,2026-07-14T06:10:45
11162,21485,16115,PHP,,,true,2026-07-14T06:10:45
11163,17240,12930,PHP,,,true,2026-07-14T06:10:45
11164,11400,8550,PHP,,,true,2026-07-14T06:10:45
11165,12260,9195,PHP,,,true,2026-07-14T06:10:45
11166,16300,12225,PHP,,,true,2026-07-14T06:10:45
11167,14200,10650,PHP,,,true,2026-07-14T06:10:45
11168,16460,12345,PHP,,,true,2026-07-14T06:10:45
11169,14745,11060,PHP,,,true,2026-07-14T06:10:45
11170,17970,13480,PHP,,,true,2026-07-14T06:10:45
11171,16005,12005,PHP,,,true,2026-07-14T06:10:45
11172,16325,12245,PHP,,,true,2026-07-14T06:10:45
11173,15585,11690,PHP,,,true,2026-07-14T06:10:45
11174,18140,13605,PHP,,,true,2026-07-14T06:10:45
11175,17625,13220,PHP,,,true,2026-07-14T06:10:45
11176,20580,15435,PHP,,,true,2026-07-14T06:10:45
11177,28860,21645,PHP,,,true,2026-07-14T06:10:45
11178,18565,13925,PHP,,,true,2026-07-14T06:10:45
11179,19190,14395,PHP,,,true,2026-07-14T06:10:45
11180,21670,16255,PHP,,,true,2026-07-14T06:10:45
11181,25580,19185,PHP,,,true,2026-07-14T06:10:45
11182,17350,13015,PHP,,,true,2026-07-14T06:10:45
11183,19390,14545,PHP,,,true,2026-07-14T06:10:45
11184,20020,15015,PHP,,,true,2026-07-14T06:10:45
11185,32245,24185,PHP,,,true,2026-07-14T06:10:45
11186,18930,14200,PHP,,,true,2026-07-14T06:10:45
11187,20580,15435,PHP,,,true,2026-07-14T06:10:45
11188,20380,15285,PHP,,,true,2026-07-14T06:10:45
11189,24185,18140,PHP,,,true,2026-07-14T06:10:45
11190,26425,19820,PHP,,,true,2026-07-14T06:10:45
11191,28750,21565,PHP,,,true,2026-07-14T06:10:45
11192,28545,21410,PHP,,,true,2026-07-14T06:10:45
11193,26220,19665,PHP,,,true,2026-07-14T06:10:45
11194,21040,15780,PHP,,,true,2026-07-14T06:10:45
11195,24145,18110,PHP,,,true,2026-07-14T06:10:45
11196,30880,23160,PHP,,,true,2026-07-14T06:10:45
11197,32470,24355,PHP,,,true,2026-07-14T06:10:45
11198,30050,22540,PHP,,,true,2026-07-14T06:10:45
11201,8365,7365,PHP,,,true,2026-07-14T06:10:45
11203,11380,10380,PHP,,,true,2026-07-14T06:10:45
11204,11465,10465,PHP,,,true,2026-07-14T06:10:45
11206,11465,10465,PHP,,,true,2026-07-14T06:10:45
11207,12580,11580,PHP,,,true,2026-07-14T06:10:45
11208,10090,9090,PHP,,,true,2026-07-14T06:10:45
